208.0572,0,1
309.5586,72.49632,-1
239.421,73.8699,-1
257.3454,0,1
291.174,58.50468,1
289.4346,73.8348,-1
371.7636,55.71306,-1
270.5898,73.84026,-1
337.9662,75.22788,-1
463.8348,73.83558,-1
285.012,73.8153,-1
349.8846,69.62124,-1
257.7354,0,1
325.533,0,1
201.24,75.23568,-1
239.226,69.6969,-1
275.8548,72.48852,-1
296.3064,0,1
292.2582,58.4961,1
208.0572,0,1
239.3898,55.72476,1
316.5708,0,1
428.5242,68.26326,-1
251.8932,0,1
387.3636,78,-1
319.9872,66.8811,-1
239.616,73.81452,-1
320.853,69.62592,-1
319.5504,55.74816,1
213.3222,0,1
297.8664,0,1
180.5934,69.63294,1
307.8504,65.49426,-1
273.8424,58.55226,1
181.5606,0,1
246.9792,55.73646,1
336.0474,73.8855,-1
312.6162,69.65556,-1
324.3162,76.6233,-1
271.5648,73.8153,-1
302.5386,72.49476,-1
305.4636,72.41286,-1
371.5452,66.8967,-1
322.218,75.20994,-1
302.1564,0,1
357.4662,66.89436,-1
301.9614,72.44874,-1
290.8542,0,1
339.9162,66.90528,-1
355.7346,66.9006,-1
214.0944,0,1
272.5398,75.24114,-1
251.1132,73.8777,-1
252.3924,72.4425,-1
335.7978,69.67974,-1
335.8524,78,-1
207.2772,78,-1
225.3108,57.11784,1
277.4148,73.82856,-1
349.6662,58.47348,1
258.9054,73.82856,-1
181.1784,72.4542,1
303.9036,75.25518,-1
310.1436,72.46278,-1
293.124,55.71072,1
363.3162,58.51248,-1
259.5372,0,1
296.3064,75.20916,-1
258.3204,71.04552,-1
248.7108,55.7466,1
310.3308,73.86834,-1
163.059,73.827,1
321.5004,75.22866,-1
302.7336,73.81998,-1
188.1906,75.2193,-1
188.1906,72.44562,-1
225.7866,75.23724,-1
258.9054,0,1
248.274,58.54446,1
240.045,57.1311,1
303.7086,0,1
233.5788,73.87926,-1
444.1242,75.22632,-1
363.3162,68.26248,-1
329.7372,78,-1
324.363,75.25284,-1
340.1346,58.5195,1
206.1072,72.47994,-1
345.3294,78,-1
206.1072,75.28482,-1
301.1346,73.83558,-1
211.8792,55.73256,1
287.9214,75.22866,-1
393.2136,66.86784,-1
316.3758,73.866,-1
295.9164,72.42378,-1
324.0978,66.85848,-1
269.2872,57.08118,1
193.4478,0,1
310.5258,72.49008,-1
267.774,55.71696,1
237.6738,69.69534,-1
277.8048,72.4737,-1
343.0596,0,1
285.402,75.20136,-1
338.1846,54.33558,1
399.711,66.86238,-1
285.324,55.71618,1
237.4788,0,1
181.1784,66.89826,1
316.953,55.72086,1
218.595,57.09912,1
206.6922,75.28404,-1
311.532,66.86862,-1
270.7848,72.48306,-1
232.6038,72.43782,-1
233.5788,72.4308,-1
278.577,72.42144,-1
277.4148,0,1
252.0882,0,1
274.4898,55.72632,1
303.3186,72.48228,-1
324.753,0,1
220.7244,72.43704,-1
208.2522,0,1
201.24,72.44328,-1
322.218,0,1
188.5806,78,-1
175.5234,0,1
310.1436,0,1
284.232,0,1
507.3822,75.22866,-1
336.2424,71.02602,-1
289.4346,57.16386,1
453.0084,75.22944,-1
304.6836,0,1
252.0882,75.2622,-1
202.995,55.72242,1
282.5082,55.76376,1
277.6098,75.23412,-1
270.9798,76.59834,-1
322.998,0,1
263.9676,0,1
310.5258,72.43158,-1
294.2004,73.83558,-1
207.2772,72.40974,-1
308.0688,75.22866,-1
220.3344,0,1
301.1346,55.77078,1
295.1364,72.41052,-1
330.0102,71.0229,-1
264.5526,73.81608,-1
464.919,75.22866,-1
271.7598,75.28482,-1
372.6294,73.8348,-1
224.445,58.54056,1
271.3698,0,1
251.3082,75.2622,-1
303.9036,69.63294,-1
213.3222,75.21696,-1
188.1906,72.48384,-1
247.0182,72.40896,-1
316.5162,55.75752,1
342.5136,66.89514,-1
264.1626,73.86054,-1
398.8452,72.4425,-1
361.374,73.86522,-1
291.6342,72.49866,-1
208.0572,0,1
265.3872,73.83558,-1
226.3716,69.68598,-1
315.9858,73.81998,-1
218.595,58.47582,1
265.3872,55.74114,1
347.9346,66.8889,-1
372.6294,75.22788,-1
313.2714,76.6233,-1
296.8914,73.86678,-1
308.9346,72.44172,-1
291.174,55.71774,1
153.5118,69.68754,1
240.045,57.09054,1
265.3872,57.14514,1
478.7874,75.22788,-1
207.6672,77.98518,-1
413.79,72.44172,-1
220.5294,75.26766,-1
300.2688,73.83636,-1
348.1296,73.8153,-1
186.6306,66.89436,1
181.1784,75.20838,-1
239.031,73.84338,-1
298.4514,72.4737,-1
199.29,0,1
338.403,72.5361,-1
444.7716,73.83558,-1
437.4084,78,-1
284.622,0,1
233.3838,0,1
302.9286,75.26142,-1
208.4472,73.87536,-1
286.4082,73.83636,-1
233.1888,73.86834,-1
298.0614,76.61784,-1
313.482,55.73334,1
258.5154,73.83246,-1
224.8116,72.47058,-1
210.5766,55.6959,1
254.7714,58.50702,1
287.4846,72.4425,-1
147.2796,69.693,1
315.432,68.24454,-1
290.4642,73.82544,-1
322.803,78,-1
315.5958,73.80204,-1
296.8914,72.44328,-1
248.274,58.51326,1
307.9986,73.82778,-1
302.0004,78,-1
297.8664,73.80828,-1
342.303,66.90138,-1
271.2372,72.44172,-1
295.5264,75.26532,-1
344.682,73.89486,-1
322.998,72.4347,-1
271.7598,75.22398,-1
284.622,75.26844,-1
445.6374,75.22788,-1
284.817,73.87926,-1
343.3794,72.44172,-1
436.9716,78,-1
208.0572,0,1
240.045,58.5195,1
264.3576,73.81764,-1
162.669,73.81296,1
265.1376,75.27468,-1
310.5258,72.49008,-1
218.3844,0,1
253.0632,71.01744,-1
227.2608,55.68498,1
374.5794,75.22944,-1
254.7714,55.72866,1
155.2668,69.66414,1
309.1686,78,-1
277.524,58.49766,1
277.9998,0,1
352.7004,73.83636,-1
310.9158,73.80438,-1
296.8914,78,-1
232.7988,0,1
301.7898,75.22788,-1
429.39,75.22788,-1
195.2028,75.2622,-1
360.204,73.85196,-1
336.8274,75.27156,-1
350.7504,52.93704,1
323.4504,72.4425,-1
305.253,66.8772,-1
250.9182,73.8153,-1
315.2058,75.22632,-1
314.3556,55.6998,1
136.7574,69.61968,1
363.7452,66.91308,-1
233.3838,0,1
283.5924,55.71384,1
239.616,0,1
436.3242,75.22866,-1
270.3948,0,1
225.7866,69.64074,-1
357.8952,73.83558,-1
220.3344,75.20838,-1
226.7616,69.63606,-1
258.2424,55.73256,1
442.1742,75.22866,-1
258.024,72.4425,-1
271.1748,0,1
226.3716,72.4971,-1
219.7494,75.28248,-1
207.2772,72.4191,-1
378.9162,78,-1
450.6216,75.22944,-1
239.031,69.63996,-1
225.7866,73.83246,-1
354.5568,73.81842,-1
258.2424,55.72008,1
154.2918,69.68988,1
176.1084,0,1
264.7476,0,1
277.6098,73.88238,-1
188.1906,75.20994,-1
335.1504,73.83636,-1
278.577,0,1
220.5294,0,1
336.0474,73.81764,-1
270.9798,75.25986,-1
187.8006,73.86834,-1
412.7058,75.2271,-1
309.5586,73.866,-1
290.3082,55.70994,1
444.99,75.22944,-1
347.1546,0,1
314.3556,66.89904,-1
247.6266,55.75674,1
306.9846,57.11706,1
288.1398,73.83636,-1
247.4082,57.11394,1
355.7346,68.28822,-1
358.1136,66.86862,-1
263.2266,58.5156,1
231.8238,0,1
329.0352,78,-1
358.9794,72.44172,-1
147.2796,69.70782,1
367.9962,0,1
208.2522,76.60692,-1
316.5162,78,-1
328.4346,55.74816,1
208.2522,0,1
328.8402,0,1
334.503,66.83664,-1
264.9582,72.4425,-1
284.622,75.23646,-1
311.3058,0,1
304.0986,75.21852,-1
224.0316,73.80516,-1
322.218,0,1
271.3698,71.04318,-1
268.4214,55.74192,1
206.4972,0,1
473.1558,78,-1
375.0162,75.22944,-1
334.6824,72.49632,-1
436.3242,73.83402,-1
223.8366,72.4737,-1
224.2266,55.69434,1
277.6098,72.48072,-1
220.3344,0,1
348.1452,66.83118,-1
272.3448,0,1
321.048,72.48462,-1
277.6098,75.26142,-1
323.4504,69.64074,-1
200.265,66.85458,1
341.6478,69.66726,-1
282.5082,55.73724,1
271.9548,75.26298,-1
168.9012,0,1
278.382,73.89174,-1
309.5586,73.81062,-1
238.251,0,1
284.6688,55.72086,1
244.881,0,1
155.0718,69.69768,1
274.7082,55.69902,1
315.5958,72.47136,-1
273.8424,55.7349,1
314.7846,73.83636,-1
322.413,73.8153,-1
153.9018,69.67428,1
297.4764,73.8075,-1
309.3636,0,1
240.006,73.81842,-1
264.5526,0,1
313.482,55.73802,1
370.2504,58.51638,-1
277.8048,75.27,-1
206.4972,0,1
226.7616,73.82544,-1
332.7402,0,1
218.1894,73.86912,-1
297.6714,75.23568,-1
359.4162,72.6141,-1
206.6922,0,1
245.076,69.70704,-1
257.3454,72.47214,-1
246.9792,55.71618,1
174.3534,66.8616,1
430.6926,78,-1
338.403,74.11482,-1
238.056,78,-1
298.3188,55.73334,1
181.1784,0,1
277.6098,0,1
147.8646,69.63918,1
194.4228,75.22476,-1
493.5138,75.22788,-1
277.6098,73.83636,-1
343.8162,66.86472,-1
208.4472,73.87302,-1
309.3636,0,1
233.1888,0,1
341.7024,72.48774,-1
284.622,72.48384,-1
321.0714,57.13812,1
194.8128,77.98674,-1
323.6688,69.65556,-1
361.764,73.81764,-1
313.2714,55.7817,1
316.953,72.44094,-1
316.3758,0,1
349.0188,66.86862,-1
297.6714,72.48384,-1
238.836,0,1
309.3636,0,1
487.0164,75.22788,-1
297.4764,0,1
232.7988,71.04318,-1
352.7004,69.69456,-1
256.9554,73.80204,-1
268.8582,58.48596,1
240.006,75.28326,-1
233.5398,55.72086,1
378.261,66.8694,-1
289.4346,73.83636,-1
328.4502,0,1
297.4764,72.43704,-1
226.9566,76.62018,-1
319.7688,58.50546,1
278.967,0,1
322.413,0,1
174.1584,0,1
436.9716,75.22788,-1
443.9058,75.22944,-1
335.1504,69.62124,-1
311.1108,73.81452,-1
301.1346,73.8348,-1
290.8542,0,1
266.4714,72.4425,-1
329.0352,72.4854,-1
355.5318,0,1
277.524,55.73412,1
311.6958,73.80828,-1
343.1688,78,-1
309.7536,73.88238,-1
337.9662,55.72632,1
282.867,72.41598,-1
357.8952,55.7232,1
337.0224,72.4269,-1
276.6582,55.7427,1
322.413,72.4113,-1
352.7004,75.22944,-1
379.3452,75.22866,-1
305.8536,72.4698,-1
303.9036,0,1
224.4216,69.6345,-1
352.2168,72.4893,-1
248.9214,55.69434,1
336.882,75.22944,-1
265.5276,73.80204,-1
340.353,55.71462,1
213.5172,76.58976,-1
286.6188,74.0922,-1
277.4148,75.2076,-1
329.2302,0,1
266.9082,73.83636,-1
193.4478,78,-1
271.3698,73.86132,-1
316.953,72.44172,-1
320.6346,55.69044,1
224.874,55.731,1
208.0572,69.64074,1
301.1346,73.8348,-1
213.1272,0,1
213.5172,0,1
264.5526,73.81218,-1
226.3716,73.83792,-1
233.5398,55.7271,1
245.271,0,1
271.7598,72.4854,-1
321.282,66.87876,-1
213.3222,72.4698,-1
292.9056,66.86862,-1
272.9766,72.44172,-1
321.9372,72.47916,-1
328.8402,69.7086,-1
274.4898,13.97448,1
265.7226,73.81374,-1
322.023,73.8114,-1
188.1906,66.90216,1
206.6922,73.81998,-1
309.5586,75.20526,-1
245.076,75.26142,-1
449.7558,75.22866,-1
301.1346,73.83558,-1
305.0736,0,1
224.4216,0,1
213.5172,76.65372,-1
397.9794,75.22788,-1
348.3636,69.62358,-1
240.006,0,1
349.0188,66.89904,-1
197.8002,55.72242,1
251.3082,73.86288,-1
292.0242,72.43002,-1
310.9158,66.84756,-1
308.9346,55.71696,1
213.5172,72.43002,-1
282.867,0,1
270.3948,0,1
378.4794,69.63606,-1
271.1748,73.8777,-1
246.6282,73.866,-1
201.24,0,1
310.1436,73.84026,-1
230.6538,0,1
239.616,78,-1
135.3924,69.6306,1
322.023,73.80828,-1
323.778,78,-1
265.3872,55.71618,1
201.24,75.20994,-1
349.4478,54.29892,1
237.861,0,1
271.7598,0,1
316.3758,0,1
225.2016,0,1
322.998,75.2193,-1
240.006,71.00808,-1
248.0556,55.72632,1
386.061,73.83636,-1
231.0438,76.58586,-1
225.3108,55.71462,1
361.764,0,1
331.6872,72.4425,-1
199.68,75.21072,-1
230.8488,78,-1
267.1266,73.83636,-1
252.4782,71.04084,-1
224.8116,78,-1
163.449,0,1
239.616,0,1
0,0,1
264.5526,69.68988,-1
154.2918,69.61968,1
187.8006,72.47682,-1
270.5898,76.65216,-1
247.0182,72.46668,-1
471.4164,76.6233,-1
216.645,55.73022,1
316.3758,69.67974,-1
388.011,75.22944,-1
348.3636,58.5585,1
361.374,73.8426,-1
296.8914,72.42924,-1
238.056,73.80906,-1
225.7866,73.87068,-1
285.5346,73.83636,-1
194.4228,69.63684,1
314.7846,69.63528,-1
290.5188,55.73412,1
334.503,58.51794,1
320.853,75.22398,-1
351.1794,66.86784,-1
207.4722,0,1
278.187,73.80984,-1
135.1974,69.63528,1
349.4478,66.8694,-1
293.3346,72.44172,-1
